name,address,sentiment_compound,n_reviews_scored,pct_positive
55 Wall Street,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",0.634,105.0,0.848
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",0.46,70.0,0.729
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",0.335,64.0,0.656
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",0.382,55.0,0.673
56 Bhoga Sweets,"49, Agara Circle, Near Hanuman Statue, HSR Layout, Bangalore, HSR, Bangalore",0.419,123.0,0.707
5th Main Cafe,"355, 14th B Cross, 5th Main, 6th Sector, HSR, Bangalore",0.615,12.0,0.833
5th Main Cafe,"355, 14th B Cross, 5th Main, 6th Sector, HSR, Bangalore",0.618,12.0,0.833
5th Main Cafe,"355, 14th B Cross, 5th Main, 6th Sector, HSR, Bangalore",0.618,12.0,0.833
7 Days Restaurant,"103,77, Srinivas Building, Near Infosys Gate No 6, Konappana Agarahara, Electronic City, Bangalore",0.84,1.0,1.0
7 Degrees North,"36/3 Opposite Silver High Apartment Somsunder Pallya Circle, HSR, Bangalore",0.74,9.0,0.889
7 Hills Andhra Mess,"Behind Bagmane Tech Park, Kishnappa Garden, Near HP Office, CV Raman Nagar, Bangalore",0.486,4.0,0.75
7 Hills Garden Restaurant,"1296 1st Block, 6th Stage, South Circle Banashankari, Bangalore",0.178,2.0,0.5
7 Plates,"12, Rahmathnagar Bus Stop, RT Nagar, Bangalore",0.876,1.0,1.0
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",0.677,11.0,0.909
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",0.678,10.0,0.9
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",0.678,11.0,0.909
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",0.68,10.0,0.9
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",0.68,10.0,0.9
7 Plates,"126, 1st A Cross Road, Koramangala 5th Block, Bangalore",0.68,10.0,0.9
7 Plates,"420, 5th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",0.759,12.0,0.917
7 Plates,"420, 5th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",0.898,14.0,1.0
7 Plates,"5/5, Benson Cross Road, Near Family Super Market, Benson Town, Frazer Town, Bangalore",0.962,1.0,1.0
7 Shanghai,"7, Krishna Gowda Building, Opposite Wipro Gate 12, Electronic City Phase 1, Bangalore",0.214,9.0,0.556
7 Spice,"Number 122, Opposite Seethapama, Kalyana Mantapa, Banaswadi, Bangalore",0.973,1.0,1.0
7 Star Biryani,"507, 6th Block, 6th Cro6ss, Near Kormangala Club, Koramangala 6th Block, Bangalore",-0.057,5.0,0.4
7 to 11 Food Court,"45, 5th Cross, Jai Jawan Nagar, Banaswadi, Bangalore",0.626,8.0,0.875
7 to 11 Food Court,"45, 5th Cross, Jai Jawan Nagar, Banaswadi, Bangalore",0.663,9.0,0.889
70 Brigade - Iris Hotel,"Iris Hotel, Next to Eva Mall, 70, Brigade Road, Bangalore",0.261,2.0,0.5
7Biryanis,"MS Ramaiah North City, Manayata Tech Park, Nagavara Bengaluru, Nagawara, Bangalore",0.121,2.0,0.5
7th Heaven,"4/3, Sree Complex, 12th Main, MSRE College Road, Mathikere, New BEL Road, Bangalore",0.88,7.0,1.0
8 Slice,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",0.839,1.0,1.0
8 Slice,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",0.839,1.0,1.0
8 Slice,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore",0.839,1.0,1.0
90's,"E339, 25th Main Road, Sector 2, Parangi Palaya, HSR, Bangalore",0.899,1.0,1.0
90's Beer Cafe - Hotel Millennium Plaza,"396/48, Huskur Gate, Opposite Vimalalaya Hospital, Near Biocon Factory, Electronic City, Bengaluru",0.565,1.0,1.0
99 Caffe,"10, Opposite Bhawana PG, Kundanahalli Gate, Brookefield, Bangalore",0.435,2.0,0.5
99 Caffe,"10, Opposite Bhawana PG, Kundanahalli Gate, Brookefield, Bangalore",0.971,1.0,1.0
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",0.813,10.0,1.0
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",0.829,9.0,1.0
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",0.814,8.0,1.0
99 Pancakes,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore",0.798,9.0,1.0
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.842,94.0,0.989
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.835,186.0,0.995
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.847,128.0,0.992
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.843,134.0,0.993
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.845,94.0,0.989
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.846,159.0,0.994
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.84,179.0,0.994
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.821,204.0,0.995
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.823,89.0,0.989
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.833,94.0,0.989
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.849,207.0,0.995
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.84,135.0,0.993
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.844,189.0,0.995
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.851,181.0,0.994
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.845,208.0,0.995
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",0.857,50.0,0.96
99 Variety Dosa & Pav Bhaji,"6th Block, Sony World Signal, Koramangala 6th Block, Bangalore",0.874,3.0,1.0
99 Variety Dosa and Pav Bhaji,"17G, 18th Cross, 3rd Sector, HSR, Bangalore",0.975,1.0,1.0
99Foods,"Beside Arena Mall, Outer Ring Road, Opposite BCBP Tech Park, Doddanekundi, Bangalore",0.414,54.0,0.648
9D Foods,"8, Ground Floor, KRTI Building, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",0.722,15.0,0.933
9D Foods,"8, Ground Floor, KRTI Building, SGR Dental College Road, Munnekolala, Marathahalli, Bangalore",0.693,13.0,0.923
9th Cross Cafe,"L 66, 7th Main Road, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bhima Nagar, Bangalore",0.881,4.0,1.0
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",-0.068,2.0,0.5
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",-0.041,2.0,0.5
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",-0.041,2.0,0.5
A 1 Pizza and Food,"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore",0.825,1.0,1.0
A Baker's Confession,"Babusapalya, Kalyan Nagar, Bangalore",0.932,3.0,1.0
A Bar,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR, Bangalore",0.586,7.0,0.857
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.847,120.0,0.958
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.814,197.0,0.949
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.822,198.0,0.955
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.888,26.0,0.962
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.87,37.0,0.973
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.885,95.0,0.989
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.789,9.0,0.889
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.875,367.0,0.975
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.862,114.0,0.991
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.833,136.0,0.963
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.815,244.0,0.955
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.82,127.0,0.961
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.798,168.0,0.929
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.897,26.0,0.962
A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",0.824,121.0,0.95
A Little For Love,"19, Northwoods, Vaddarapalya, Hennur Agara Main Road, Hennur, Bangalore",0.726,3.0,1.0
A M Biryani Hotel,"958/60/A2A, Opposite BGS School, Hulimavu, Bannerghatta Road, Bangalore",0.14,1.0,1.0
A Southern Fair,"107/P4, Ground Floor, Pattandur Agrahara, Whitefield, Bangalore",0.581,5.0,0.8
A Southern Fair,"107/P4, Ground Floor, Pattandur Agrahara, Whitefield, Bangalore",0.352,2.0,0.5
A Today Thick Shakes,"488, Basement, Opposite Krishna Temple, Koramangala 5th Block, Bangalore",0.301,7.0,0.857
A.M New Punjab Food Corner,"49/6-15, 3rd Main Road, Janatha Colony, Jakkasandra, Koramangala 1st Block, Bangalore",0.006,10.0,0.3
A.M New Punjab Food Corner,"49/6-15, 3rd Main Road, Janatha Colony, Jakkasandra, Koramangala 1st Block, Bangalore",-0.005,10.0,0.3
A1 Ambur Dum Biryani And Parota Centre,"1455,14th Main, 2nd Phase, Shunkar Mutt Road, Next To Goutam College, Mahalaxmi Puram, Basaveshwara Nagar Bangalore",-0.66,1.0,0.0
A1 Biriyani Point,"167, Opposite Natraj Theatre, SC Road, Seshadripuram, Bangalore",-0.34,2.0,0.0
A1 Garam Masala,"1, Amruthnagar Main Road Konankunte, Kanakpura Road, Bengaluru",0.842,9.0,1.0
A1 Spice Inn,"4/1, 3rd Cross, Opposite NIAS Gate, MSRIT Road, Mathikere, Yeshwantpur, Bangalore",0.684,15.0,0.933
A2B - Adyar Ananda Bhavan,"01, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",0.892,2.0,1.0
A2B - Adyar Ananda Bhavan,"12, CMH Road, Indiranagar, Bangalore",0.458,7.0,0.714
A2B - Adyar Ananda Bhavan,"12, CMH Road, Indiranagar, Bangalore",0.583,7.0,0.857
A2B - Adyar Ananda Bhavan,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",0.863,1.0,1.0
A2B - Adyar Ananda Bhavan,"135, Munekolala Varthur hobli, HAL Main Road, Marathahalli, Bangalore",0.285,11.0,0.636
A2B - Adyar Ananda Bhavan,"135, Munekolala Varthur hobli, HAL Main Road, Marathahalli, Bangalore",0.232,10.0,0.6
A2B - Adyar Ananda Bhavan,"141, Bangalore North Taluk, Nagawara, Bangalore",0.274,2.0,0.5
A2B - Adyar Ananda Bhavan,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",0.66,3.0,1.0
A2B - Adyar Ananda Bhavan,"154, Opposite HSBC Bank, Bilekahalli, Bannerghatta Road, Bangalore",0.686,8.0,0.875
A2B - Adyar Ananda Bhavan,"3, 100 Feet Road, 16th Main Road, 1st Stage, BTM Layout",0.822,9.0,1.0
A2B - Adyar Ananda Bhavan,"34, Bellary Main Road, Dena Bank Colony, Ganganagar, RT Nagar, Bangalore",0.903,2.0,1.0
A2B - Adyar Ananda Bhavan,"344, 7th Block, Koramangala 7th Block, Bangalore",0.189,4.0,0.5
A2B - Adyar Ananda Bhavan,"37/3, Jayavani's Ishwerya Towers, Meanee Avenue Road, Ulsoor, Bangalore",0.943,1.0,1.0
A2B - Adyar Ananda Bhavan,"37/3, Jayavani's Ishwerya Towers, Meanee Avenue Road, Ulsoor, Bangalore",0.951,1.0,1.0
A2B - Adyar Ananda Bhavan,"421, 2nd Street, Kammanahalli, Bangalore",0.255,216.0,0.454
A2B - Adyar Ananda Bhavan,"421, Opposite BSNL Office, 3rd Cross, 2nd Block, CMR Road, Kalyan Nagar, Bangalore",0.912,3.0,1.0
A2B - Adyar Ananda Bhavan,"57, 6th Cross, Sampige Road, Malleshwaram, Bangalore",-0.076,68.0,0.456
A2B - Adyar Ananda Bhavan,"703, Near Karnataka Bank, 5th Block, HMT Layout, Vidyaranyapura, New BEL Road Area, New BEL Road, Bangalore",0.671,2.0,1.0
A2B - Adyar Ananda Bhavan,"71, 15th Cross Street, Neeladri Nagar, Electronic City, Bangalore Electronic City",0.426,3.0,0.667
A2B - Adyar Ananda Bhavan,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",0.562,4.0,0.75
A2B - Adyar Ananda Bhavan,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",0.562,4.0,0.75
A2B - Adyar Ananda Bhavan,"BDA Complex, HSR, Bangalore",0.774,6.0,1.0
A2B - Adyar Ananda Bhavan,"Kitchens@, 14th Main, 5th Sector, HSR, Bangalore",0.738,2.0,1.0
A2B - Adyar Ananda Bhavan,"Kitchens@, 14th Main, 5th Sector, HSR, Bangalore",0.618,3.0,1.0
A2B - Adyar Ananda Bhavan,"Meanee Avenue, Tank Road, Ulsoor, Bangalore",0.232,17.0,0.647
A2B - Adyar Ananda Bhavan,"Near BMTC Bus Stand, Shanti Nagar, Bangalore",0.634,7.0,0.857
A2B - Adyar Ananda Bhavan,"Near BMTC Bus Stand, Shanti Nagar, Bangalore",0.628,7.0,0.857
A2B - Adyar Ananda Bhavan,"Near BMTC Bus Stand, Shanti Nagar, Bangalore",0.841,5.0,1.0
A2B - Adyar Ananda Bhavan,"Near Hope Farm Signal, Kadugodi, Whitefield, Bangalore",0.556,8.0,0.75
A2B - Adyar Ananda Bhavan,"Near Narayana Hrudayalaya, Chandapura, Electronic City Area, Electronic City, Bangalore",0.89,4.0,1.0
A2B Veg - Adyar Ananda Bhavan,"200, Next to Canara Bank, KG Road, Gandhi Bazaar, Basavanagudi, Bangalore",0.729,2.0,1.0
A2B Veg - Adyar Ananda Bhavan,"746/18, 60th Cross, Bashyam Circle, Rajajinagar, Bangalore",0.131,2.0,0.5
A2B Veg - Adyar Ananda Bhavan,"South End Road, Jayanagar, Bangalore",0.318,5.0,0.8
A3 Nuwang Kitchen,"6/1, Ejipura Pipeline Road, Ejipura, Bangalore",0.612,1.0,1.0
Aaccord Restaurant,"27, BHBCS Layout, Opposite Gopalan Mall, BTM, Bangalore",0.987,1.0,1.0
Aaccord Restaurant,"27, BHBCS Layout, Opposite Gopalan Mall, BTM, Bangalore",0.951,2.0,1.0
Aaccord Restaurant,"27, BHBCS Layout, Opposite Gopalan Mall, BTM, Bangalore",0.958,2.0,1.0
Aadhya's Fresh and Rich,"Swami Vivekananda Metro Station, Baiyappanahalli, Indiranagar, Bangalore",0.952,2.0,1.0
Aadvik Nightfood,"3/52, Shri Chowdeshwari Temple Road, YK Layout, Lingarajapuram, Frazer Town, Bangalore",0.958,1.0,1.0
Aagaman Veg,"545, 3rd Floor, CMH Road, Indiranagar, Bangalore",0.76,9.0,0.889
Aagaman Veg,"545, 3rd Floor, CMH Road, Indiranagar, Bangalore",0.76,9.0,0.889
Aagaman Veg,"545, 3rd Floor, CMH Road, Indiranagar, Bangalore",0.678,5.0,0.8
Aagaman Veg,"Legacy Building, Ground Floor, Behind Niligiris, Phase 1, Electronic City, Bangalore",0.894,2.0,1.0
Aaha,"Graphite India Main Rd, B Block, AECS Layout, Next To Daily Santhe, Kundalahalli, Brookefield, Bangalore",0.256,1.0,1.0
Aaha,"Graphite India Main Rd, B Block, AECS Layout, Next To Daily Santhe, Kundalahalli, Brookefield, Bangalore",0.256,1.0,1.0
Aaha Andhra,"12/12/2, Devarabisanahalli, Bellandur, Bangalore",0.909,2.0,1.0
Aaha Andhra,"12/12/2, Devarabisanahalli, Bellandur, Bangalore",0.917,2.0,1.0
Aaha Andhra,"3302/L, HAL 2nd Stage, 12th A Main, Doopanahalli, Indiranagar, Bangalore",0.578,11.0,0.818
Aaha Andhra,"3302/L, HAL 2nd Stage, 12th A Main, Doopanahalli, Indiranagar, Bangalore",0.612,12.0,0.833
Aaha Andhra,"3302/L, HAL 2nd Stage, 12th A Main, Doopanahalli, Indiranagar, Bangalore",0.577,12.0,0.833
Aaha Andhra,"3rd Floor, Garuda Mall, Brigade Road, Bangalore",0.839,1.0,1.0
Aaha Andhra,"Salarpuria Aura Food Court, Block 11, Marathahalli - Sarjapur Outer Ring Road, Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bangalore",0.202,262.0,0.485
Aaha Andhra,"Salarpuria Aura Food Court, Block 11, Marathahalli - Sarjapur Outer Ring Road, Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bangalore",0.36,208.0,0.625
Aahar Cafe,"10/A, Madhu Nivas, 5th Main, 8th Cross, Malleshpalya, Marathahalli, Bangalore",0.784,1.0,1.0
Aahar Cafe,"39/4, North Anjaneya Temple Street, Basavanagudi, Bangalore",0.077,1.0,1.0
Aahar Vihar,"3rd Cross Road, Sai Baba Temple Road, Green Garden Layout, Silver Springs Layout, Munnekollal, Marathahalli, Bangalore",0.954,2.0,1.0
Aahara Vihar,"337, Karuna Complex, Sampige Road, Malleshwaram, Bangalore",0.955,1.0,1.0
Aaharaa,"75/4, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",0.953,1.0,1.0
Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",0.852,151.0,0.934
Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",0.841,266.0,0.94
Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",0.83,101.0,0.921
Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",0.823,101.0,0.921
Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",0.506,14.0,0.643
Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",0.843,231.0,0.939
Aalishan Restaurant & Caterer,"158, Near Sai Baba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",0.753,3.0,1.0
Aalishan Restaurant & Caterer,"158, Near Sai Baba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",0.742,3.0,1.0
Aamaravathi Biryani Zone,"AECS Layout, Singasandra, Electronic City, Bangalore",0.791,1.0,1.0
Aami Bangali,"483, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",0.618,10.0,0.8
Aami Bangali,"483, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",0.672,12.0,0.833
Aami Bangali,"483, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",0.633,11.0,0.818
Aami Bangali,"483, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",0.757,9.0,0.889
Aami Bangali,"483, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",0.626,11.0,0.818
Aami Kolkata,"1st Main, Meenakshi Layout, Bannerghatta Road, Bangalore",0.856,2.0,1.0
Aao G Khao G,"75/1, Little Elly School Road, Near ND Sepal Road, Somasandrapalya, Sector 2, HSR, Bangalore",0.93,1.0,1.0
Aapni Rasoi,"73/5, 2nd Cross, Bellandur, Bangalore",0.271,339.0,0.605
Aapni Rasoi,"73/5, 2nd Cross, Bellandur, Bangalore",0.247,81.0,0.58
Aapni Rasoi,"73/5, 2nd Cross, Bellandur, Bangalore",0.289,338.0,0.621
Aapni Rasoi,"73/5, 2nd Cross, Bellandur, Bangalore",0.236,191.0,0.576
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.607,335.0,0.845
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.583,286.0,0.829
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.203,55.0,0.545
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.587,511.0,0.832
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.532,97.0,0.784
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.544,215.0,0.8
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.645,206.0,0.864
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.307,155.0,0.619
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.624,206.0,0.85
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.576,269.0,0.825
Aaranya Restaurant,"462, Opposite Fernhill Garden Apartments, Teachers Colony, Ring Road, HSR Layout, HSR, Bangalore",0.557,406.0,0.808
Aarti Paratha & Rolls Corner,"15/A, Jaladarshini Layout, MSR Nagar, Opposite BBMP Office, New BEL Road, Bangalore",0.589,4.0,1.0
Aarya Pork Hotel,"13, Ground Floor, 4th Main, S.G.Palaya, Tavarekere Main Road, BTM, Bangalore",0.966,1.0,1.0
Aashirvaad Restaurant,"117/4, 5th Cross, Shantiniketan Layout, SGR Dental College Road , Munnekollal, Marathahalli, Bangalore",0.914,1.0,1.0
Aashish Foods,"535/5, B Block, Aces Layout, Kundalahalli, Brookefield, Bangalore",0.005,2.0,0.5
Aashish Foods,"6,Opposite Prestige Tech Park, Kadubeesanhalli Bus Stop, Marathahalli, Bangalore",0.977,1.0,1.0
Aasife & Brothers Biriyani Centre,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",0.906,6.0,1.0
Aasife & Brothers Biriyani Centre,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",0.908,6.0,1.0
Aasife & Brothers Biriyani Centre,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",0.908,6.0,1.0
Aasife & Brothers Biriyani Centre,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",0.908,6.0,1.0
Aastha Bengali Mess,"459/64, 5th B Cross, Triveni Road, Yeshwantpur, Bangalore",0.735,266.0,0.929
Aata's Kitchen,"42, First Floor, 1st Main Road, Koramangala 1st Block, Bangalore",0.814,3.0,1.0
